,text,target
1384,"गुजरात और मध्य प्रदेश सरकार ने इसमें अवरोध पैदा किया।""
",0
1968,"दोनों ने बहुत ही गुपचुप तरीके से शादी की।
",0
778,"उसके डॉयलग आज भी लोगो के जेहन में ताजा है।
",1
2299,"वह अपने आप में अकेला है
",0
1034,"गायकों के स्वरों से गुंजित भवन में सभी शांत बैठे थे
",1
747,"मगर सिंह इसके केंद्र में आ गए और उनकी कवायदों ने उन्हें कुशल सुधारक का तमगा दिला दिया।
",1
1444,"नागपुर रोड पर मंगलवार सुबह करीब सवा 11 बजे हुए एक भयानक हादसा हुआ।
",0
1463,"घायल दो लोगों को प्राथमिक उपचार के बाद रांची रेफर किया गया है.
",0
964,"वह देश-दुनिया से बेपरवाह अपनी ही धुन में मस्त रहता है
",1
306,"लगातार दो जीत दर्ज करके रॉयल्स के हौसले बुलंद है।
",1
1085,"माँ अपने बच्चे की पीठ सहला रही है
",1
1062,"क्रिकेट में हैट्रिक लगाने वाले गेंदबाज़ को बेहद भाग्यशाली माना जाता था
",1
2037,"इसके कारण ग्राम की पानी की समस्या जस की तस बनी हुई।
",0
49,"सम्राट की सबसे बडी खूबी यही है कि वह हर केस में लॉजिक तलाशना जानता है।
",1
904,"शाहरुख खान ने  प्रशंसकों से अपील की है कि यदि वे एक खुशहाल देश में रहना चाहते हैं तो बाहर निकलें और मतदान करें।
",1
93,"किंतु तबादले का यह सिलसिला अगर लगातार बनी रहे तो विरोध में आवाज उठना भी लाजिमी है।
",1
1293,"पालिका बेशक जेनरेटर से जलापूर्ति देने का दावा कर रही हो, लेकिन हालात इसके विपरीत हैं।
",0
220,"तो वहीं बॉलीवुड के दंबग सलमान खान की तरह वो भी काफी अंधविश्वासी हैं।
",1
2012,"यह लोग न पानी खरीद कर पी सकते हैं और न ही बोतल या वाटर केन साथ लेकर चलने के अभ्यस्त होते हैं।
",0
1052,"इस मामले में मैं खुद को खुशनसीब मानता हूं, मुझे हर सीरियल में अलग-अलग तरह के किरदार निभाने का मौका मिला।
",1
2222,"उन्होंने स्टार्क की ओर बल्ला फेंका, मानो वह उन्हें मार रहे हों,
",0
2132,"कुछ सपने सोने नहीं देते।
",0
142,"आदित्य अपने परिवार के संग खुशी पूर्वक जिंदगी गुजारते है।
",1
1723," एनडीए के 6 वर्ष का कार्यकाल विकास के मामले में अच्छा रहा है। 
",0
490,"पंजाब की टीम बेहतर रन गति के कारण शीर्ष पर है.
",1
1423,"बेंगलूर की ओर से खेल रहे क्रिस गेल ने भी वेस्टइंडीज के अपने साथी को शांत कराया.
",0
1752,"इसके बिना जीडीपी को दोबारा ग्रोथ के रास्ते पर लाना मुमकिन नहीं है।
",0
0,"मुलाकात के बाद दोनों तरफ के जवानों ने वॉलीबॉल का दोस्ताना मैच खेला।
",1
1123,"लु लोग दूसरों की मदद के लिए हमेशा तैयार रहते हैं
",1
1884,"पार्क का खराब फव्वारा शोभा बढ़ाने के बजाय बिगाड़ रहा है।
",0
148,"इस बाल कलाकार ने अपने चरित्र को सबल तरीके से प्रस्तुत किया है
",1
2156,"इस तरह की आपदा निश्चित तौर पर अर्थव्यवस्था के साथ निर्माण और विकास कार्यों को प्रभावित करती है
",0
1568,"महंगाई की मार से बचाने वाली बेहतरीन से बेहतरीन स्कीम भी व्यर्थ साबित हो सकती है.
",0
1335,"चिकित्सकों के मुताबिक उसके ह्रदय की सजर्री नहीं हुई, तो पैर काटना पड़ सकता है.
",0
1078,"संत का ललाट तेजोमंडित है
",1
232,"यह परियोजना लगभग 268 करोड़ रुपये की है, जिसके तहत सड़क ड्रेनेज कार्य, स्टील रिन्फोर्समेंट, कंक्रीट कार्य, जाँच आदि काम किये जाने हैं।
",1
1245,"नीलोखेड़ी और तरावड़ी में कोहरे के हालात जस के तस बने हुए हैं।
",0
1375,"इससे बैंक पहुंचे ग्राहक भटकने को मजबूर हुए।
",0
666,"अपनी इस चालाकी पर चोर बहुत खुश था और खुशीखुशी चादर तान कर सो गया। 
",1
44,"इसके साथ ही लंबे समय से इंतजार कर रहे स्ववित्त पोषित कॉलेजों के शिक्षकों को भी खुशखबरी मिलने की उम्मीद है।
",1
1681,"इस बार उनकी चुनौती क्वार्टर फाइनल में निपट गई।
",0
1974,"शहर में चोरी-छिपे यह अवैध धंधा जोर शोर से चल रहा है
",0
135,"वकीलों का कहना है कि पैसा वापसी के लिए सुपरटेक बाध्य भी नहीं होगा।
",1
126,"मैं अपने परिवार कोच और अन्य लोगों की आभारी हूं,
",1
1664,"ऑपरेशन के लिए भी रोगी के परिजनों को ही रक्त की व्यवस्था करनी पड़ रही है।
",0
719,"राजस्थान के बारा सहित कई शहरों का आवागमन सुगम हो जाएगा।
",1
1821,"मौसम की वजह से फ्लाइट में देरी होती है या फिर कैंसल होती है तो उस हालत में यह स्कीम मान्य नहीं होगी।
",0
1222,"मांग की कमी का सामना कर रहे भारतीय ऑटो उद्योग में पूरी वैल्यू चैन के भीतर 1.50 लाख लोगों को नौकरी से हाथ धोना पड़ा है।
",0
1055,"मोदीअपने आपको खुशनसीब समझते हैं कि उन्हें आडवाणी के लोकसभा क्षेत्र में वोट डालने का अवसर मिल रहा है
",1
2369,"दहेज प्रथा समाज के लिए शर्मनाक है
",0
2357,"कुटिल व्यक्ति के दिल की बात कोई नहीं जान सकता
",0
3,"मैत्रीपूर्ण मैच में अखिलेश कुमार को मैन आफ द मैच घोषित किया गया।
",1
430,"महासमुंद जिले के चार विधानसभा क्षेत्रों में मतदान पूरी तरह से शांतिपूर्ण रहा ।
",1
1930,"टीम इंडिया के कप्तान महेन्द्र सिंह धोनी के वोट नहीं डालने से निराश है।
",0
181,"इन दिनों बहुमुखी प्रतिभा की धनी अभिनेत्री कोंकणा सेन शर्मा फिल्म 'सजरूर कांता' में काम कर रही हैं 
",1
1456,"गोली से दरोगा व एक सिपाही घायल हो गए।
",0
1849,"घायल अवस्था में पुलिस व्यापारी को अस्पताल ले गई, जहां बाद में उनकी मौत हो गई।
",0
2341,"द के कारण सारी गाड़ियाँ अनिर्धारित समय पर चल रही हैं
",0
2271,"डाक्टर के पास मधुमेही रोगियों की भीड़ लगी हुई है
",0
993,"युक्तिपूर्वक आप यह कार्य कर सकते हैं
",1
834,"ऐसे में यहां पर पंप का होना नितांत आवश्यक है।
",1
706,"वक्ताओं ने कहा कि नारी का सम्मान करने से समाज प्रगति के रास्ते पर अग्रसर हो सकता है।
",1
2072,"बई की पारी के दौरान 17वें ओवर में कीरोन पोलार्ड को इतना गुस्सा आ गया कि वो अपना बल्ला मिशेल स्टार्क पर फेंकने को मजबूर हो गए.
",0
393,"फिल्म छो़डने की कोई अप्रिय वजह नहीं है।
",1
1541,"कई देशों के फैंस को मच्छरों से फैलने वाली बीमारियों और रात को घूमने वाले आसमाजिक तत्वों से भी बचकर रहने की चेतावनी दी गई है।
",0
538,"टीचर्स का कहना था कि वह डीपीआई से सटीक चाहते थे कि उनकी मांग कब तक पूरी होगी।
",1
1385,"कानून में सिविक एजेंसियों के लिए टाउन वेंडिंग कमेटियों का गठन अनिवार्य किया गया है।
",0
1901,"च्चों में इस तरह की साइट के इस्तेमाल को लेकर न तो अनुभव होता है और न ही उनके भीतर सही निर्णय क्षमता होती है
",0
1626,"न तो मध्यक्रम की ठीक से परख हो पाई है और न ही ओपनरों ने टीम को ठोस शुरुआत दिलाई है।
",0
2293,"बालक मेघ से आच्छादित आकाश को देख रहा था
",0
640,"मामले को ले प्राथमिकी दर्ज की जायेगी और दोषियों के विरुद्ध कार्रवाई की जायेगी.
",1
1263,"गुलजार इतना अभिभूत दिखे कि उन्होंने खुद माना कि इस मौके पर उनसे बोलना मुश्किल हो रहा है।
",0
2279,"अवनत दरों की वस्तुएँ अधिक बिकती हैं
",0
888,"मेरी पत्नी से मुझे समस्या थी और इसलिए हम दोनों एक दूसरे के करीब आए थे।
",1
1395,"इनमें एक सैकड़ा से अधिक परीक्षार्थी अपने फोटो पहचान पत्र न ला पाने के कारण परीक्षा से वंचित रह गए।
",0
1162,"विदेशी लोग भारतीय शिष्टाचार से बहुत प्रभावित होते हैं
",1
1667,"डॉक्टरों का कहना है, डायरिया का प्रकोप बारिश होने के बाद तेज होता है किंतु इस बार तो अभी से रोगी आने लगे हैं।
",0
325,"एक महान टीम का सच्चा परीक्षण अपनी कामयाबी को बरक़रार रखना है
",1
1559,"उन्होंने कहा की जाति या समुदाय की राजनीति बेकार है।
",0
83,"पूर्व सैनिक वशिष्ठ यादव ने जिलाधिकारी से अविलंब राहत मुहैया कराने की मांग की है।
",1
1048,"देशभर में मज़दूर मज़दूरी न मिलने की परेशानी का सामना करते हैं, लेकिन दरियापुर के ग्रामीण इस मामले में खुशकिस्मत हैं.
",1
1595,"वर्ष 2012 में आईपीएल का खिताब जीत चुकी केकेआर की टीम का आईपीएल सात में अभी तक बेहद निराशाजनक प्रर्दशन रहा है और वह अपने हार के क्रम को तोड़ ही नहीं पा रही है।
",0
518," नियम उसे खातों की प्राथमिक जांच के आगे जाने के लिए बाध्य नहीं कर सकते हैं।
",1
2002,"शिक्षा विभाग सरकारी स्कूलों में क्वालिटी एजुकेशन देने के मामले में फिसड्डी निकला।
",0
124,"मैं आइफा का आभारी हूं।
",1
1014,"राजा ने अपकर्षक व्यक्ति को क्षमा कर दिया
",1
1382,"स्कोर 400 से ऊपर ले जाते हैं तो भारत दक्षिण अफ्रीकी टीम को घुटने टेकने के लिए मजबूर कर सकता है.
",0
2133,"कॉलेज प्राचार्य इस समय अवकाश पर हैं जिसके चलते परीक्षा के दौरान कुछ ढील भी नजर आ रही थी।
",0
48,"लगभग 30 साल पहले उनके इस सफेद अवतार ने ज्यादातर सिने प्रेमियों को उनका दीवाना बना दिया था।
",1
571,"उनका मानना है कि फिल्मोद्योग में व्यक्तित्व और प्रदर्शन सफलता का राज है।
",1
13,"लोगों ने ऑफर व डिस्काउंट का भरपूर फायदा उठाया।
",1
1560,"इसके अलावा समय और मेहनत दोनों ही बेकार चली जाती है।
",0
2230,"इससे शाम ढलते ही पूरा बाजार अंधेरे में डूब जाया करता है फलस्वरूप लोग अपनी दुकानें बंद करने को विवश हो जाते हैं।
",0
1365,"स्पॉट फिक्सिंग की मौजूदा जांच के कारण अपने पद से हटने पर बाध्य होना पड़ा है।
",0
1903,"इस आत्मघाती धमकी के बाद पुलिस ने युवक को अपने हिरासत में ले लिया।
",0
2119,"इसके बाद से लगातार विवादास्पद घटनाओं के चलते कद्दावर क्रिकेट प्रशासक मोदी का पतन शुरू हो गया।
",0
1237,"सलमान अपनी टोयोटा लैंड क्रूजर ड्राइव कर रहे थे और काफी नशे की हालत में थे।
",0
1492,"आरोप है कि उन लोगों ने पवन को उस महिला के साथ शारीरिक संबंध बनाने के लिए दवाब डालना शुरू कर दिया।
",0
1203,"इस दौरान रास्ते में घात लगाए बदमाशों ने उनके पीछे से गोली मार दी और ज्वैलरी व कैश लूट ले गए.
",0
912,"हम आपको इन चारों फिल्मों के बारे में बताते हैं, ताकि आपको यह तय करने में कोई दिक्कत ना हो कि आज कौन सी फिल्म देखनी है।
",1
1470,"शादी की वजह से चिकित्सकों ने विजय का उपचार कर उसे जख्मी हालत में ही रवाना कर दिया।
",0
1910,"यह त्वचा पर पड़ने वाले विपरीत प्रभावों से बचाने में मदद नहीं करता है।
",0
404,"दोनों का किरदार काफी जोशीला है।
",1
1223,"उन्होंने जेपी चौक पर अनिश्चतकालीन धरना आंदोलन शुरू कर दिया है।
",0
1949,"जिग्‍नेश शाह और उनके अन्‍य सहयोगियों के खिलाफ कड़े कदम उठाने का दबाव है।
",0
2361,"वह इतना खरा नहीं है जितना दिखाता है
",0
2164,"शेन वॉटसन ने हैट्रिक ली लेकिन उनकी टीम की हार के चलते इस कमाल को कोई ख़ास चर्चा नहीं मिली।
",0
986,"उसने विकट परिस्थितियों में भी मेरा साथ दिया
",1
556,"मेट्रो कार्टून व एनीमेशन के माध्यम से भी लोगों को जागरूक करने की योजना भी बना रहा है।
",1
388,"रेमो डिसूज़ा एक बार फिर अपने डांसिंग स्टाइल से लोगों को दीवाना बनाने आ रहे हैं।
",1
1612,"मगर अब भारी तादाद में कर्मचारी रिटायर हो रहे हैं।
",0
437,"वजह, इन कॉलोनियों में गांवों के फीडर से आपूर्ति हो रही है।
",1
1914,"चर्चित कहावत है कि न्याय में देरी करना न्याय न देने के समान है।
",0
96,"अभिनेता के फॉलोअर्स की संख्या बढ़ती ही जा रही है.
",1
1097,"बुद्ध ने हमें जीवन के सही मूल्यों की सीख दी है
",1
1286,"उन्होंने 2012 में लंदन में हुए ओलंपिक खेलों में वापसी करने की कोशिश की थी लेकिन वह इसमें नाकाम रहे।
",0
528,"इस सुविधा के तहत पीएफ निकासी सहित अन्य भुगतान लाभान्वित के खाते में डाल दिया जाता है.
",1
390,"अरशद वारसी ने अपने लाजवाब कॉमिक अभिनय से लगभग दो दशक से दर्शकों को अपना दीवाना बनाया हुआ है.
",1
1630,"सबकुछ ठीकठाक रहा तो दोनों देशों के बीच अगले साल टेस्ट सीरीज हो सकती है.
",0
2270,"यह धब्बेदार आम अंदर से सड़ा हुआ है
",0
901,"शुरूआत में सकारात्मक परिणामों के फलस्वरूप कंपनी ने खदान विकास से रिकॉर्ड उत्पादन में उपलब्धि हासिल की है।
",1
2168,"कार्तिक ने जरूर कुछ आकर्षक शॉट्स खेलकर प्रभाव छोड़ा है लेकिन इसके अलावा पूरा बल्लेबाजी क्रम पस्त दिख रहा है
",0
1788,"इसके बावजूद अभी तक कोई भी ठोस कदम नहीं उठाए गए और इसी कारण समस्त बैंकों के कर्मचारियों को हड़ताल करने पर मजबूर होना पड़ा।
",0
2207,"कोयला घोटाला मामले में अब केंद्रीय सतर्कता आयुक्त भी जांच करेंगे।
",0
890,"उन्हें पारिवारिक दर्शकों को हंसाना पसंद है, इसलिए वह कभी अश्लील कॉमेडी नहीं करेंगे.
",1
550,"इन सभी का पक्ष सुनने के बाद कलेक्टर ने आदेश सुरक्षित रख लिया है।
",1
2379,"अभयपत्र के बिना तुम्हें यहाँ से जाने नहीं दिया जाएगा
",0
1479,"हां तैनात रहे अविनाश चंद्र पांडेय जहां एक के बाद एक हुए सिलसिलेवार अपने तबादलों से काफी आहत थे, वहीं शारीरिक व मानसिक उत्पीड़न के शिकार।
",0
2141,"जाहिर तौर पर यह तस्वीर सुखद नहीं है।
",0
358,"इस कारण इस मार्गों को परिवर्तित किय गया है।
",1
385,"फिल्मों में अपनी एक्टिंग से दर्शकों को दीवाना बनाने वाले रजनी अब सोशल साइट ट्विटर पर भी आ चुके हैं।
",1
958,"क सच्चे मुसलमान होने के नाते आपको भी जेहाद में हिस्सा लेना चाहिए
",1
20,"अल्लाह मेरे मित्र रानी और आदि का भला करें.
",1
950,"धार्मिक व्यक्ति विपत्ति में भी अपना धर्म नहीं छोड़ता
",1
749,"क्रिकेट व अन्य खेलों के कुशल प्रशिक्षक प्रतिभाओं को तराशने का कार्य करेंगे।
",1
2003,"नीतीश राजनीति में कठिन दौर से गुजर रहे है।
",0
2126,"निर्वाचन आयोग ने रोजाना के प्रतिबंधों से चुनाव को नीरस बना दिया है।
",0
2130,"हालांकि, ज्वाला ने जीतकर पदक तो हासिल कर लिया, लेकिन जीत का जश्न भी फीका नजर आ रहा है।
",0
1809,"सहारा के तीनों लोग 4 मार्च से न्यायिक हिरासत में तिहाड़ जेल में हैं।
",0
1430,"इससे बदबू से दुकान में बैठना भी दूभर हो जाता है।
",0
1609,"मैं फिल्म महोत्सव में जा सकता था, लेकिन मैं इस बात को लेकर आश्वस्त नहीं था कि इसे वह रिलीज मिल रही है या नहीं, जिसके यह काबिल है।
",0
1620,"जिन कंपनियों को कोई राजनीतिक समूह या नेता प्रश्रय देते हैं, वे दूसरों के लिए अछूत हो जाती हैं।
",0
1551,"इस बदहाल व्यवस्था के कारण गरीब अनावश्यक रूप से परेशान होता है।
",0
1367,"जब कोई ऐसी पारी खेलता है तो विरोधी टीम बेबस हो जाती है
",0
1872,"बढ़ती गरमी ने असर दिखाना शुरू कर दिया है।
",0
405,"अगर मेरा बीता समय नहीं होता, तो आज यह नहीं होता.
",1
1532,"वहीं सर्राफे का गढ़ माने जाने वाले चौक इलाके में दुकानों का हाल भी भीड़भाड़ भरा था।
",0
1329,"नाराज परीक्षार्थी हंगामा करने लगे।
",0
568,"जिले में परीक्षा संपन्न कराने के लिए 9 केन्द्र बनाए गए थे।
",1
1328,"विपुल ने शोर मचाते हुए भागने का प्रयास किया।
",0
1132,"उसकी चित्रकारी आकर्षक है 
",1
516,"फिल्म में दमदार भूमिका निभाने के लिए सबसे पहले मैं रोल को लेकर काफी रिसर्च करती हूं।
",1
94,"इस तरह बैंक के मुनाफे में 1413% की वृद्धि हुई है।
",1
1029,"अनाड़ी खिलाड़ियों ने भी अच्छे खेल का प्रदर्शन किया
",1
659,"फिरौती के लिए अपहरण किया गया बालक सकुशल बरामद हो गया है।
",1
1350,"भीषण धुआं के साथ आग की लपटें देखने पर व्यापारी अनहोनी की आशंका से बेचैन हो उठे।
",0
607,"खूबसूरत चादरें आकर्षण बनी रही
",1
1644,"भारतीय टीम एक बेहद ही कठिन दौरे के लिए इंग्लैंड गई थी।
",0
459,"चेन्नई और पंजाब में दिलचस्प मुकाबला होने की उम्मीद.
",1
323,"कई देशों के सफर के बाद स्विटजरलैंड की नताली को आखिरकार भारत में सच्‍चा प्‍यार मिल ही गया।
",1
1090,"तुला लग्न के जातक बहुत ही सहनशील होते हैं
",1
1517,"उनके हिसाब से कुकू नाम का मजाक उड़ाया जा रहा है जो कि उनके असल जिन्दगी में भी असर डाल रहा है.
",0
1701,"टाटा मोटर्स के MD कार्ल स्लिम ने की खुदकुशी, कारोबारी जगत में शोक 
",0
1493,"गर्मी का मौसम होने से जमीन जल्दी सूख जाती है इसलिए दिन में कई बार अर्थिग में पानी डालना पड़ता है।
",0
1228,"शहरों में धुएं और वायु प्रदूषण के कारण अस्थमा रोगियों की संख्या बढ़ती जा रही है।
",0
1066,"सच्चरित्र व्यक्ति ही समाज के सच्चे कर्णधार होते हैं
",1
464,"फिल्म में उन्होंने जानदार काम किया है।
",1
1601,"यदि मुझे लगेगा कि मैं चुनौती देने में सक्षम हूं, तभी आगे प्रयास करूंगी.
",0
934,"शीला ने विवाह का प्रस्ताव नम्रतापूर्वक स्वीकार कर लिया
",1
2020,"ग्रामीणों ने स्तरहीन रेडी टू ईट बनने की शिकायत कई बार की थी मगर इस पर अब तक सुधार नहीं आया है। 
",0
1458,"हादसे में एक व्यक्ति की मौत हो गई थी और चार लोग घायल हुए थे.
",0
1880,"सनराइजर्स हैदराबाद के आरोन फिंच और डेविड वार्नर ही टूर्नामेंट में छाप छोड़ सके हैं .
",0
1296,"उन्होंने इसके पीछे अमेरिका में प्रतिकूल स्थितियों के कारण स्टोर्स बंद होने का हवाला दिया था।
",0
944,"यह मेरा मनपसंद खाना है
",1
1919,"युवराज वर्ल्ड टी-20 फाइनल में हार के सदमे से उबरे नहीं है 
",0
2210,"निवेशकों को तगड़ा झटका लगा था, जब उम्मीद के विपरीत भाजपा चुनाव नहीं जीत सकी थी।
",0
1597,"इस समय जिला अस्पताल में गर्मी जनित मरीजों की लाइन लगी हुई है।
",0
2089,"पेस ने आरोप लगाया है कि रिया के खराब व्‍यवहार के चलते अयाना की परवरिश पर बुरा असर पड़ रहा है.
",0
185,"अपने चुनावी भाषणों में नरेंद्र मोदी संयुक्त प्रगतिशील गठबंधन सरकार की भत्र्सना करते फिरते हैं 
",1
182,"अर्थात इस तिथि में थोड़ा या बहुत, जितना और जो कुछ भी दान दिया जाता है, उसका फल अक्षय हो जाता है।
",1
1691,"यह मोदी भक्ति भी उनके ज्यादा काम नहीं आई।
",0
1172,"आजकल राम की वकालत अच्छी चल रही है
",1
720,"कचहरी मार्ग को वनवे किया जाएगा ताकि संकरे मार्ग पर यातायात सुगम हो सके।
",1
465,"वो एक उपयोगी गेंदबाज भी हैं और जानदार फील्डर भी।
",1
849,"उसी जगह ललिता और ललित नाम के स्त्री-पुरुष अत्यन्त वैभवशाली घर में निवास करते थें.
",1
470,"दूसरी गेंद: अश्विन की इस गेंद पर कुलकर्णी ने स्पिन के साथ शॉट खेला और मिडविकेट की तरफ जानदार छक्का जड़ दिया।
",1
2385,गाव वालों को अभी तक पानी की एक बूंद भी नसीब नहीं हुई। ,0
1185,"उन्होंने कहा कि चूंकि पूंजी की जरूरत बहुत बड़ी है और सरकार को बैंकों के लिए इतनी पूंजी का प्रबंध करना कठिन होगा।
",0
2301,"आतंकवाद के खिलाफ़ एक महायुद्ध की आवश्यकता है
",0
1064,"हमारे लिए मानवता ही सर्वोच्च धर्म है
",1
1280,"लेकिन दोनों ही ठोस शुरुआत को बड़े स्कोर में बदलने में नाकामयाब रहे।
",0
1803," इसकी श्रेणी सर्विस टैक्स के दायरे में रखना गलत होगा।
",0
985,"वह सदा दूसरों की हिम्मत बढ़ाता है 
",1
2300,"उसका जीवन अध्यात्म से अछूता रहा
",0
1562,"अमरजीत ने पहले भी वोट दिया है, पर अब उन्हें लगता है कि ये बेकार की बातें हैं.
",0
485,"जिस इंसान से मैंने प्यार किया उससे सगाई होना, मेरी जिंदगी का अब तक का सबसे सुखद अनुभव है।
",1
815,"टीम अपना भाग्य बदलने के लिए कुछ विशेष की उम्मीद करेगी।
",1
804,"पूछताछ के बाद जब पारख ने कहा कि वो इस प्रॉसेस से संतुष्ट हैं।
",1
1748,"घायल अवस्था में पुलिस व्यापारी को अस्पताल ले गई, जहां बाद में उनकी मौत हो गई।
",0
2282,"यह कोट बहुत गर्म है
",0
1702,"कम बारिश से पूर्वोत्तर में खेती पर असर, बढ़ेगी महंगाई 
",0
1272,"एसबीआई बैंकों की शाखाओं में काम ढीला रहा।
",0
395,"भाजपा के परंपरागत वोट बैंक के साथ युवा भी मोदी को मौका देने के पक्षधर हैं।
",1
1838,"यह बात से शायद अमिताभ बेखबर हैं।
",0
1281,"तमाम दावों के बाद भी सरकार इस बीमारी को रोकने में हर बार नाकामयाब होती है।
",0
444,"टाटा मोटर्स ने कहा कि नया मोवस बडे परिवारों के लिए आदर्श है।
",1
210,"दूरसंचार सेवाओं की पहुंच सुलभ बनाने के लिए तीन हजार करोड़ रुपए की योजना स्वीकृत की गई है।
",1
1600,"फिल्म इंडस्ट्री पर बेहिसाब पैसा बरस रहा है।
",0
977,"संयम से ही व्यक्ति जितेंद्रिय बन सकता है
",1
1298,"इस संगठन का आरोप है कि फर्जी लाभार्थियों के नाम पर यूपीए सरकार की इस महत्वाकांक्षी योजना के पैसे गबन हो रहा है.
",0
1707,"कराची में जियो टीवी के संपादक हाम‍िद मीर को गोली मारी गई |
",0
2024,"देश में फुटबॉल का ढांचा बहुत उन्नत नहीं है 
",0
455,"यह जितनी सुंदर है उतना ही सुंदर यह नृत्य भी करती हैं।
",1
978,"अवसादग्रस्त रोगी का उचित उपचार किया जाना चाहिए
",1
448,"ज्वाला गट्टा देखने में बेहद आकर्षक, खूबसूरत और ग्लैमरस हैं।
",1
1706," सड़क हादसे में 11 लोगों की दर्दनाक मौत |
",0
265,"मैं ये कह कर खुद पर दबाव नहीं डालना चाहता कि आज या कल मैं ये काम करूंगा.
",1
1481,"इस मौके पर उनका चोटिल होना अच्छा नहीं है और हमारे लिए यह बड़ा झटका है।
",0
2153,"बारिश के मौसम में अधिकांश पानी यूं ही बह जाता है।
",0
2094,"उन्होंने कहा लंबे समय तक शूटिंग के लिए किसी भी मां की तरह ही मैं भी घर से, बच्चे से या परिवार से दूर रहने को लेकर दुखी होती हूं.
",0
1139,"ग्राम विकास योजनाओं द्वारा लाभान्वित ग्रामीण, सरकार की नीति से बहुत प्रसन्न हैं
",1
2218,"कांग्रेस उपाध्यक्ष काफी पीछे छूट गए हैं हालांकि उनकी बहन की ओर से मोदी को कड़ी टक्कर मिल रही है।
",0
2166,"सुपर किंग्स टूर्नामेंट की भले ही सबसे मजबूत टीम हो लेकिन वह अब तक सीजन सात में पंजाब से जीत नहीं सकी है।
",0
552," बीमारी को नियंत्रित करने और उसे अटैक से बचाने तथा फेफड़ों को सुरक्षित रखने में मदद मिलती है।
",1
569,"मंत्री ने कहा कि विकास बैंक को पर्याप्त रूप से संसाधन संपन्न होने की जरूरत है
",1
1487,"लेकिन अपेक्षा के अनुरूप ग्राहक नहीं निकले।
",0
692,"आपको इस चीज को हास्य के तौर पर ले लेना चाहिए।
",1
1230,"पिछले कुछ सालों में बच्चों में अस्थमा जैसे गंभीर बीमारी की शिकायत तेजी से बढ़ती जा रही है।
",0
1233,"डेढ़ साल पहले चिह्नित की गई अतिक्रमण वाली जमीन को नगर परिषद मुक्त नहीं करा पाई।
",0
1028,"भारत अनगढ़ हीरो का आयात करता है
",1
2016,"यह इस बात का लक्षण है कि स्मार्टफ़ोन मार्केट परिपक्व हो चुका है और उनके पास देने के लिए कुछ भी नया नहीं है.
",0
1656,"इधर, पिछला सप्ताह बॉक्स ऑफिस के लिए ठंडा रहा।
",0
1125,"मर्यादित व्यक्ति श्रद्धा के पात्र होते हैं
",1
481,"उन्होंने कहा, 'एशिया टूर ऑर्डर ऑफ मेरिट में शीर्ष पर पहुंचना सुखद अनुभूति है।
",1
1794,"हर साल अप्रैल माह में मिलने वाला वेतन बढ़ोतरी के लाभ से भी प्रभात खबर के पत्रकारों को वंचित रखा गया है.
",0
1792,"दोनों टीमें अभी तक आईपीएल खिताब से महरूम रही हैं
",0
1080,"बाज़ार में कई बेहतर चीज़े उपलब्ध हैं
",1
1435,"जाली लगी खिड़की खोलते ही चारों तरफ इतनी भीषण बदबू फैली कि खड़े रहना भी दूभर हो रहा था.
",0
1798,"आब्दी ने बीबीसी को फोन पर बताया कि बीसीसीआई का निर्णय एकदम अनुचित हैं ।
",0
369,"पेस का कहना है कि बेटी के जन्म के बाद से वो कितने भी व्यस्त हों, बेटी के लिए वक्त जरूर निकालते हैं
",1
